houseID,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
4041,11/20/2014,805000,4,3,3350,23781,1,FALSE,0,4,9,2020,1330,1979,0,98006,47.56,-122.132,2870,12036
4042,7/9/2014,2680000,5,3,4290,20445,2,FALSE,0,4,11,4290,0,1985,0,98039,47.6217,-122.239,3620,22325
4043,12/8/2014,2175000,4,3,4750,21701,1.5,FALSE,0,5,11,4750,0,1976,0,98004,47.6454,-122.218,3120,18551
4044,9/3/2014,499950,3,1.5,1360,11250,1,FALSE,0,4,7,1360,0,1955,0,98006,47.5697,-122.177,1440,11250
4045,9/5/2014,695000,3,3.75,2380,3600,1.5,FALSE,0,3,7,1690,690,1927,0,98112,47.6374,-122.307,1990,3520
4046,10/27/2014,2196000,4,3.25,4250,18000,2,FALSE,3,5,10,3350,900,1980,0,98040,47.5612,-122.229,3790,14537
4047,10/14/2014,1775000,3,2.25,4320,19225,1,FALSE,0,4,10,2160,2160,1972,0,98004,47.6368,-122.216,3430,18469
4048,2/9/2015,2260000,3,3.5,3110,14872,1,FALSE,0,3,10,3110,0,2003,0,98004,47.6178,-122.209,3110,12433
4049,6/26/2014,660000,3,1,1210,9622,1,FALSE,1,3,8,1210,0,1955,2009,98006,47.5728,-122.179,1580,9714
4050,8/29/2014,2950000,4,3.5,4860,23885,2,FALSE,0,3,12,4860,0,1996,0,98039,47.6172,-122.23,3580,16054
4051,8/15/2014,1038000,4,2.5,3770,10893,2,FALSE,2,3,11,3770,0,1997,0,98006,47.5646,-122.129,3710,9685
4052,1/23/2015,950000,2,2.25,2200,2043,2,FALSE,0,3,9,1760,440,2007,0,98004,47.6213,-122.2,2020,1957
4053,6/23/2014,3400000,3,4.5,5230,17826,2,TRUE,4,3,10,3740,1490,2005,0,98040,47.5348,-122.243,3670,17826
4054,11/24/2014,2544750,5,4.75,5410,13431,2,FALSE,0,4,10,5050,360,1941,0,98112,47.6306,-122.288,3750,11596
4055,10/3/2014,1599950,5,4.5,5130,43123,2,FALSE,0,3,11,5130,0,1996,0,98006,47.544,-122.126,4670,43560
4056,4/6/2015,435000,3,1,950,10080,1,FALSE,0,4,7,950,0,1954,0,98006,47.572,-122.139,1060,10000
4057,8/15/2014,1288000,4,3.5,3700,13175,2,FALSE,0,4,11,3700,0,1989,0,98006,47.5471,-122.133,3880,15508
4058,5/22/2014,555000,4,2.25,2350,8140,1,FALSE,0,4,8,1430,920,1977,0,98006,47.5579,-122.129,2640,8700
4059,7/30/2014,475000,3,1.75,1260,10065,1,FALSE,0,3,7,1260,0,1954,2014,98006,47.5727,-122.138,1320,10278
4060,7/24/2014,974350,4,2.5,3090,10730,2,FALSE,0,5,8,2420,670,1985,0,98006,47.5458,-122.141,2220,7875
4061,1/13/2015,1688000,4,4,5000,12941,3,FALSE,2,3,12,5000,0,2002,0,98006,47.55,-122.103,4560,12941
4062,12/23/2014,2200000,4,3.75,3790,7200,2,FALSE,0,3,10,2530,1260,1931,0,98112,47.6264,-122.289,3250,7200
4063,5/5/2015,595000,4,1.75,2510,8989,1,FALSE,0,4,8,1680,830,1964,0,98006,47.5569,-122.172,2510,8931
4064,8/11/2014,1760000,4,5,6055,21630,1,FALSE,3,4,12,3555,2500,1996,0,98006,47.5524,-122.112,4890,19223
4065,5/6/2014,610000,4,3,2450,10117,1,FALSE,0,5,8,1580,870,1967,0,98006,47.5694,-122.132,2530,10125
4066,3/17/2015,962000,4,2.25,3320,20100,1,FALSE,0,4,8,1810,1510,1981,0,98006,47.5566,-122.153,2450,9821
4067,6/2/2014,550000,3,2.5,1840,3035,1,FALSE,0,3,7,920,920,1926,0,98105,47.6557,-122.327,1780,4000
4068,5/21/2014,1065000,2,1.75,1890,9466,2,FALSE,0,3,8,1890,0,1987,0,98004,47.6144,-122.211,2180,12825
4069,9/10/2014,1225000,5,4.5,3732,4426,2.5,FALSE,0,3,10,2932,800,2001,0,98112,47.6189,-122.288,2950,4000
4070,8/25/2014,1321620,5,2.75,2410,19447,2,FALSE,2,3,10,2290,120,1968,0,98040,47.5549,-122.211,2980,19447
4071,6/5/2014,875000,5,2.5,2920,5568,2,FALSE,0,3,8,2320,600,1906,0,98112,47.6265,-122.312,2970,5568
4072,12/4/2014,527500,4,2.25,2270,8480,1,FALSE,0,5,8,1310,960,1973,0,98006,47.5448,-122.174,1910,9050
4073,5/15/2014,417000,3,1.5,1340,10224,1,FALSE,0,4,7,1340,0,1956,0,98006,47.5752,-122.157,1340,10440
4074,10/1/2014,665000,3,2.75,1930,2960,1.5,FALSE,0,5,7,1490,440,1929,0,98105,47.6659,-122.287,2080,3760
4075,6/26/2014,1025000,4,3.5,3320,19850,1,FALSE,2,4,10,2040,1280,1977,0,98040,47.527,-122.228,3240,15470
4076,10/30/2014,1200000,3,2.5,3420,16622,1,FALSE,4,3,10,2410,1010,1991,0,98006,47.5638,-122.105,3460,14566
4077,8/5/2014,1.00E+06,4,1.75,1780,11436,1,FALSE,0,5,9,1780,0,1967,0,98004,47.6273,-122.194,2100,12052
4078,5/8/2015,3400000,4,4,4260,11765,2,FALSE,0,3,11,3280,980,1939,2010,98112,47.638,-122.288,4260,10408
4079,7/15/2014,1600000,3,2.25,3170,5000,2,FALSE,0,5,10,2230,940,1975,0,98102,47.6349,-122.318,3170,5400
4080,10/31/2014,889000,4,2.5,2570,4480,1.5,FALSE,0,4,8,1580,990,1927,0,98105,47.6701,-122.291,2070,4480
4081,12/1/2014,903000,2,1.5,1140,7800,1,FALSE,0,4,6,1140,0,1947,0,98004,47.6142,-122.209,2020,7800
4082,9/3/2014,690000,3,1.75,1600,4400,1,FALSE,0,3,7,1030,570,1941,0,98112,47.6348,-122.281,2150,4000
4083,4/30/2015,840000,4,2.5,2170,9796,1,FALSE,0,4,8,1650,520,1980,0,98006,47.5505,-122.152,2350,9796
4084,2/27/2015,5.00E+05,4,2.25,2030,8517,1,FALSE,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824
4085,6/26/2014,815000,3,2,2270,11989,1,FALSE,0,4,9,2270,0,1968,0,98040,47.5434,-122.229,2880,12439
4086,4/8/2015,648000,5,2.25,2410,12000,2,FALSE,0,4,8,2410,0,1973,0,98006,47.5434,-122.175,2080,12000
4087,9/9/2014,818500,5,3.5,4790,12957,2,FALSE,1,3,9,3110,1680,2005,0,98006,47.5469,-122.194,2620,13538
4088,4/21/2015,939000,4,2.25,2240,9684,2,FALSE,0,4,9,2240,0,1970,0,98040,47.5489,-122.225,2440,9618
4089,6/3/2014,718000,3,1,1030,4958,1,FALSE,0,5,7,1030,0,1952,0,98105,47.6647,-122.277,2230,6987
4090,5/29/2014,2750000,4,3.25,4430,21000,2,FALSE,0,3,10,4430,0,1952,2007,98039,47.6398,-122.237,3930,20000
4091,10/28/2014,1419000,5,3.25,4020,4500,2,FALSE,0,3,9,3120,900,2010,0,98004,47.6349,-122.204,3550,5775
4092,5/7/2014,530000,3,1,1340,4284,1,FALSE,0,3,7,1080,260,1910,0,98105,47.6633,-122.324,1960,4080
4093,10/17/2014,735000,4,1.75,2380,5700,2,FALSE,1,4,7,1820,560,1946,0,98105,47.6656,-122.271,2190,5700
4094,9/30/2014,462500,2,2,1690,4200,2,FALSE,0,3,7,1690,0,1906,0,98112,47.621,-122.303,1540,4200
4095,7/25/2014,1950000,4,3.5,4065,18713,2,FALSE,0,4,10,4065,0,1987,0,98039,47.6209,-122.237,3070,18713
4096,9/30/2014,975000,4,2.5,2720,10455,2,FALSE,2,3,10,2500,220,1981,0,98006,47.5564,-122.158,3240,12348
4097,10/24/2014,880000,4,2.5,2340,10800,1,FALSE,0,3,8,2340,0,1953,2007,98040,47.5715,-122.225,2650,13500
4098,8/14/2014,975000,6,3,3420,22421,1,FALSE,0,5,9,2270,1150,1948,0,98006,47.5508,-122.189,2430,15560
4099,8/5/2014,650000,3,1.75,1840,2310,1,FALSE,2,4,8,1140,700,1914,0,98109,47.6462,-122.351,1670,4000
4100,5/20/2014,772000,3,2.25,1640,1204,3,FALSE,0,3,8,1640,0,2014,0,98112,47.6196,-122.297,1630,3136
4101,7/11/2014,2920000,4,4.75,4575,24085,2.5,FALSE,2,5,10,3905,670,1926,0,98112,47.6263,-122.284,3900,9687
4102,6/20/2014,1950000,7,3.5,4640,15235,2,FALSE,1,3,11,2860,1780,1965,2003,98040,47.5666,-122.231,3230,20697
4103,3/11/2015,790000,2,1.5,1940,4400,1,FALSE,0,3,7,970,970,1923,0,98112,47.6371,-122.279,1480,3080
4104,9/15/2014,940000,4,3,2720,11740,1,FALSE,0,5,9,2720,0,1957,0,98040,47.5833,-122.242,2640,11740
4105,7/28/2014,1350000,5,3.5,4800,14984,2,FALSE,2,3,11,3480,1320,1998,0,98006,47.5543,-122.148,4050,19009
4106,9/5/2014,740000,4,2,2050,4400,1.5,FALSE,0,4,9,2050,0,1922,0,98102,47.644,-122.319,2320,5500
4107,6/5/2014,530000,4,2.25,2210,7665,2,FALSE,0,4,8,2210,0,1968,0,98006,47.5424,-122.168,1960,7903
4108,9/12/2014,850000,3,2.5,3300,11570,2,FALSE,0,3,9,3300,0,1994,0,98006,47.5599,-122.121,3280,11446
4109,6/9/2014,403950,2,1,710,1136,2,FALSE,0,4,7,710,0,1943,0,98102,47.6414,-122.329,1370,1173
4110,6/20/2014,1325000,4,2.25,2870,6280,1.5,FALSE,0,4,9,1980,890,1905,0,98112,47.6329,-122.31,2370,4760
4111,4/23/2015,1550000,3,3.25,3530,4920,2,FALSE,0,3,9,2660,870,2015,0,98109,47.641,-122.357,1900,4200
4112,7/21/2014,840000,4,2.25,2720,8712,2,FALSE,0,4,9,2720,0,1976,0,98006,47.5616,-122.153,2470,8714
4113,11/18/2014,580000,3,3.25,1490,857,3,FALSE,0,3,8,1220,270,2001,0,98102,47.6357,-122.324,1550,1092
4114,4/23/2015,555000,2,2.25,1370,1248,2,FALSE,0,3,7,1200,170,2000,0,98102,47.6399,-122.32,1800,3360
4115,10/23/2014,621000,3,1,1340,4000,1.5,FALSE,0,4,7,1340,0,1927,0,98105,47.6652,-122.288,1510,4000
4116,3/5/2015,501000,3,1.75,1480,8667,1,FALSE,0,5,7,740,740,1954,0,98006,47.5718,-122.136,1600,10644
4117,12/4/2014,750000,5,2.25,2020,8400,1,FALSE,0,4,7,1010,1010,1963,0,98040,47.5763,-122.219,1890,9233
4118,11/13/2014,1333000,4,4.5,3130,5126,3,FALSE,0,3,10,2450,680,2014,0,98112,47.6239,-122.29,2540,7784
4119,9/4/2014,735000,4,1.75,2100,7960,1,FALSE,0,3,8,1340,760,1955,0,98004,47.6079,-122.195,2060,7960
4120,5/12/2014,450000,3,1.5,1770,17208,1,FALSE,0,3,8,1160,610,1959,0,98006,47.5659,-122.117,2450,17118
4121,9/2/2014,635000,3,3.5,1730,1349,3,FALSE,0,3,9,1350,380,2009,0,98102,47.6224,-122.326,1830,3300
4122,8/14/2014,671500,5,2.75,2160,4000,1.5,FALSE,0,5,7,1530,630,1927,0,98105,47.667,-122.289,2040,4000
4123,1/28/2015,622000,4,1.75,3020,10714,1,FALSE,0,5,8,1510,1510,1958,0,98006,47.56,-122.181,2230,14400
4124,10/6/2014,1125000,6,4.25,3100,9378,3,FALSE,2,3,11,3100,0,1978,0,98112,47.6381,-122.314,3270,6334
4125,9/18/2014,2950000,5,4.75,6240,47480,1,FALSE,3,3,11,4610,1630,2003,0,98040,47.5317,-122.233,4170,17668
4126,10/30/2014,1220000,3,2.25,2640,7544,1,FALSE,0,3,10,2640,0,1995,0,98004,47.6224,-122.195,2650,7904
4127,6/23/2014,8.00E+05,3,2.25,2380,11824,1,FALSE,0,4,9,1450,930,1972,0,98040,47.5371,-122.218,2750,11491
4128,4/7/2015,1164000,3,3.5,3620,8072,2,FALSE,0,3,10,2920,700,1999,0,98006,47.5646,-122.127,3680,9624
4129,6/16/2014,690000,2,1.75,1600,4000,1,FALSE,0,5,7,850,750,1918,0,98112,47.6408,-122.3,1860,4000
4130,1/6/2015,1629000,5,2.5,3090,16583,2,FALSE,0,4,9,3090,0,1964,0,98004,47.6458,-122.218,3740,17853
4131,10/15/2014,1029900,3,2.5,3680,13384,2,FALSE,0,3,10,3680,0,1994,0,98006,47.5484,-122.119,3600,11306
4132,9/29/2014,1457000,4,1.5,2650,6900,2,FALSE,0,4,9,2400,250,1909,0,98112,47.6275,-122.305,2420,6900
4133,6/27/2014,718500,3,1.5,1200,6240,1,FALSE,0,3,8,1030,170,1952,0,98112,47.6222,-122.287,2810,6240
4134,1/8/2015,331500,4,1.75,1700,14756,1,FALSE,0,3,7,850,850,1955,0,98006,47.5762,-122.143,1680,10250
4135,5/5/2014,787000,3,1.75,1330,7500,1,FALSE,0,3,8,1330,0,1961,0,98004,47.6074,-122.195,1690,7800
4136,3/31/2015,1925000,4,3.75,3600,16101,1,FALSE,0,3,9,3600,0,1951,0,98112,47.6308,-122.287,3650,9506
4137,11/21/2014,950000,4,2.75,2500,20000,1,FALSE,0,4,8,1700,800,1969,0,98004,47.5901,-122.198,2650,20000
4138,10/16/2014,1900000,4,2.75,4280,12668,2,FALSE,0,3,9,3900,380,1947,2008,98004,47.6185,-122.219,3590,12670
4139,12/19/2014,1050000,3,2,2090,4077,1.5,FALSE,0,4,8,1530,560,1931,0,98112,47.6433,-122.3,2010,4132
4140,8/1/2014,1130000,4,2.5,2660,11200,2,FALSE,0,3,9,2660,0,1999,0,98004,47.5894,-122.197,3290,11275
4141,12/10/2014,828200,4,2.75,3400,7081,2,FALSE,0,3,9,3400,0,2001,0,98006,47.5661,-122.123,3060,7081
4142,2/4/2015,2250000,3,2.5,3420,8700,1,FALSE,0,3,9,2890,530,1951,0,98112,47.6352,-122.29,3370,8700
4143,9/10/2014,620000,3,2.25,1780,1429,3,FALSE,0,3,8,1570,210,2007,0,98109,47.6413,-122.346,1470,1799
4144,8/4/2014,760000,4,2.25,2500,8500,2,FALSE,0,4,8,2500,0,1979,0,98006,47.5569,-122.151,2470,9100
4145,10/31/2014,635000,3,2.25,1940,7482,1,FALSE,0,4,7,1240,700,1964,0,98004,47.6004,-122.195,2340,9310
4146,9/18/2014,1530000,4,2.25,4250,16940,1,FALSE,2,4,9,2380,1870,1974,0,98040,47.5453,-122.234,3460,17693
4147,12/2/2014,695000,5,1.75,1790,9335,2,FALSE,0,5,8,1790,0,1952,0,98004,47.5945,-122.201,1840,9612
4148,8/27/2014,950000,3,2,2250,2975,2,FALSE,0,4,9,1880,370,1905,0,98112,47.6289,-122.309,2690,4800
4149,3/11/2015,725000,3,1.75,1630,9000,1,FALSE,0,3,7,960,670,1955,0,98004,47.6023,-122.205,1880,9000
4150,6/23/2014,905000,5,3.5,3500,10155,2,FALSE,0,3,10,2570,930,1996,0,98006,47.5415,-122.133,2940,10753
4151,7/3/2014,1012000,4,2.5,2980,16263,2,FALSE,0,3,9,2980,0,1989,0,98006,47.5457,-122.153,2730,10018
4152,3/19/2015,870000,4,1.75,2780,11000,1,FALSE,0,3,9,1560,1220,1964,0,98004,47.595,-122.203,2350,11700
4153,5/4/2015,460000,3,2.25,1453,2225,2,FALSE,0,4,8,1453,0,1986,0,98006,47.5429,-122.188,1860,2526
4154,11/25/2014,978000,3,1.5,2390,4000,1.5,FALSE,0,3,9,1690,700,1936,0,98105,47.6604,-122.28,2350,4000
4155,9/17/2014,2900000,4,3.25,4580,4838,2,FALSE,3,4,11,3080,1500,1991,0,98109,47.6305,-122.354,3540,6483
4156,4/13/2015,625000,4,1.75,2180,4431,1.5,FALSE,0,3,8,2020,160,1912,0,98112,47.636,-122.302,1890,4400
4157,4/9/2015,957500,4,2.25,2360,11523,2,FALSE,0,4,10,2360,0,1968,0,98040,47.5318,-122.224,2850,11362
4158,8/13/2014,895000,4,2,1710,4178,1.5,FALSE,0,4,8,1710,0,1926,0,98112,47.6373,-122.3,1760,4178
4159,7/11/2014,1650000,8,2.75,4040,20666,1,FALSE,0,4,9,2020,2020,1962,0,98004,47.634,-122.221,3670,20500
4160,6/23/2014,1220000,4,3.75,3520,3944,1.5,FALSE,0,5,8,2200,1320,1913,0,98109,47.6424,-122.348,2310,4725
4161,5/7/2015,2998000,5,4,6670,16481,2,FALSE,0,3,12,4960,1710,2007,0,98004,47.6409,-122.221,4800,16607
4162,3/26/2015,465000,2,1,1120,4000,1,FALSE,0,3,7,1120,0,1926,0,98105,47.6567,-122.327,1620,4000
4163,5/5/2014,831000,4,3,2170,4000,2,FALSE,0,4,9,1610,560,1982,2011,98112,47.6196,-122.292,1670,4000
4164,10/24/2014,465000,1,1,1020,3200,1,FALSE,0,3,7,1020,0,1927,0,98109,47.6361,-122.343,1670,3480
4165,9/19/2014,515000,3,1.75,1600,20873,1,FALSE,0,3,8,1600,0,1955,0,98006,47.5632,-122.182,2640,18364
4166,11/13/2014,471000,4,1.75,1450,3750,1,FALSE,0,4,7,950,500,1925,0,98105,47.6706,-122.3,1850,4000
4167,12/2/2014,1265000,4,2.25,2870,6000,1,FALSE,0,5,8,1730,1140,1951,0,98112,47.6362,-122.282,2370,5500
4168,6/24/2014,859000,4,2.25,3550,13900,1,FALSE,0,3,8,1830,1720,2010,0,98006,47.5681,-122.127,2770,12200
4169,12/8/2014,8.00E+05,4,2.5,2390,10000,1,FALSE,0,3,9,1590,800,1975,0,98040,47.5801,-122.229,1900,9752
4170,9/22/2014,996000,3,3.25,3620,8131,2,FALSE,0,4,10,2730,890,1988,0,98040,47.5776,-122.214,2040,3776
4171,6/20/2014,885000,3,2.25,2060,9552,1,FALSE,0,4,9,1610,450,1975,0,98040,47.5402,-122.231,2930,11212
4172,5/7/2014,5.00E+05,2,1,1010,3885,1.5,FALSE,0,4,7,1010,0,1906,1990,98112,47.6224,-122.304,1770,4200
4173,5/4/2015,880000,4,2.5,2350,4675,2,FALSE,0,3,9,2150,200,1923,0,98112,47.6344,-122.305,2240,3848
4174,4/14/2015,998000,3,2.25,3370,11757,2,FALSE,2,4,9,3370,0,1980,0,98006,47.5573,-122.16,2690,10500
4175,6/5/2014,886000,4,2,2660,3900,1.5,FALSE,0,4,7,1480,1180,1923,0,98112,47.6398,-122.306,2350,3900
4176,12/29/2014,785000,3,3,1950,1983,3,FALSE,0,3,9,1610,340,2009,0,98004,47.6078,-122.202,2040,2131
4177,3/16/2015,1195000,3,2.25,3070,9645,2,FALSE,0,3,10,2110,960,1987,0,98006,47.5522,-122.144,3130,9450
4178,9/21/2014,1180000,5,2.25,3270,16553,2,FALSE,2,5,9,2470,800,1968,0,98040,47.5428,-122.236,3690,17916
4179,12/8/2014,585000,3,2.5,2290,5089,2,FALSE,0,3,9,2290,0,2001,0,98006,47.5443,-122.172,2290,7984
4180,1/22/2015,1195000,3,3,2350,1620,2,FALSE,0,3,9,1560,790,2001,0,98112,47.6308,-122.279,2000,4380
4181,12/15/2014,1250000,3,2.5,2070,4944,2,FALSE,0,3,9,2070,0,1930,0,98112,47.6256,-122.284,3300,6179
4182,2/18/2015,604000,3,1,1440,13824,1,FALSE,0,4,7,1440,0,1957,0,98040,47.5872,-122.241,2540,12092
4183,8/29/2014,769000,4,2.75,3630,15405,1,FALSE,2,4,8,1850,1780,1968,0,98040,47.566,-122.225,3380,11184
4184,9/12/2014,799000,3,2.5,2140,9897,1,FALSE,0,4,8,2140,0,1959,0,98040,47.5505,-122.219,2680,10083
4185,7/2/2014,1300000,4,1.75,2610,21600,1,FALSE,0,4,8,2610,0,1966,0,98004,47.6245,-122.227,2920,20330
4186,5/13/2014,1400000,5,4.25,3530,7924,2,FALSE,0,3,10,3530,0,2001,0,98040,47.5894,-122.243,1750,9226
4187,2/28/2015,550700,2,1,1010,5000,1.5,FALSE,0,4,6,1010,0,1908,0,98105,47.6692,-122.297,1460,5000
4188,4/29/2015,648000,3,1.75,1610,10229,1,FALSE,0,5,8,1610,0,1961,0,98006,47.553,-122.174,2270,8800
4189,7/31/2014,650000,2,1,1280,6000,1,FALSE,0,3,7,1280,0,1965,0,98112,47.6339,-122.282,2460,4800
4190,8/19/2014,720000,3,2.25,2120,9297,2,FALSE,0,4,8,2120,0,1981,0,98006,47.5561,-122.154,2620,10352
4191,12/23/2014,1715000,4,2.5,3070,7207,2,FALSE,0,4,10,2670,400,1927,0,98112,47.6325,-122.29,3190,7523
4192,5/29/2014,3100000,6,4.25,6980,15682,3,FALSE,4,4,12,5330,1650,1999,0,98040,47.5552,-122.231,3930,18367
4193,4/3/2015,719000,3,3.5,2540,10578,2,FALSE,1,3,9,2010,530,2014,0,98006,47.547,-122.192,3240,9831
4194,4/10/2015,1605000,4,3.5,3920,19088,1,FALSE,1,3,10,2240,1680,2005,0,98040,47.576,-122.214,3800,13749
4195,9/18/2014,850000,4,2.5,2900,9972,2,FALSE,0,3,9,2900,0,1993,0,98006,47.5536,-122.121,2901,8567
4196,9/8/2014,905000,4,2.5,3300,10250,1,FALSE,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045
4197,3/25/2015,648000,4,2.25,2170,8240,2,FALSE,1,4,8,2170,0,1983,0,98006,47.5634,-122.128,2600,9898
4198,11/17/2014,453000,3,1.75,1430,20193,1,FALSE,0,3,7,1430,0,1955,0,98006,47.5619,-122.183,2140,18364
4199,7/21/2014,1476000,3,2.25,4470,22518,2,FALSE,2,3,9,3240,1230,1953,2004,98006,47.574,-122.18,2930,21837
4200,11/19/2014,2400000,4,3.75,4090,24825,2,FALSE,0,4,11,3400,690,1926,0,98102,47.6338,-122.319,3910,11500
4201,6/20/2014,1320000,4,3.5,4410,36200,2,FALSE,0,3,11,4410,0,1989,0,98006,47.5487,-122.126,4760,35860
4202,8/15/2014,514000,2,1,920,4000,1,FALSE,0,4,7,920,0,1906,0,98105,47.6711,-122.328,1300,4000
4203,9/16/2014,749000,4,2.5,1710,9627,1,FALSE,0,3,9,1440,270,1976,2014,98006,47.559,-122.164,2140,9131
4204,4/14/2015,935000,4,2,2580,4500,2,FALSE,0,4,9,1850,730,1905,0,98102,47.6245,-122.316,2590,4100
